Country,Level,SKU,quant,Yearmonth,Source,Update1
Austria,,SKU01,779,202304,VPD,
Austria,,SKU02,113,202304,VPD,
Austria,,SKU03,10546,202304,VPD,
Austria,,SKU04,2336,202304,VPD,
Austria,,SKU05,62510,202304,VPD,
Austria,,SKU06,35653,202304,VPD,
Austria,,SKU07,3253,202304,VPD,
Austria,,SKU08,31352,202304,VPD,
Austria,,SKU09,3323,202304,VPD,
Austria,,SKU010,36201,202304,VPD,
Austria,,SKU011,1267,202304,VPD,
Austria,,SKU012,226,202304,VPD,
Austria,,SKU013,8230,202304,VPD,
Austria,,SKU014,685,202304,VPD,
Austria,,SKU015,214,202304,VPD,
Austria,,SKU016,18888,202304,VPD,
Austria,,SKU017,60,202304,VPD,
Austria,,SKU018,8600,202304,VPD,
Austria,,SKU019,9822,202304,VPD,
Austria,,SKU020,111,202304,VPD,
Austria,,SKU021,52,202304,VPD,
Austria,,SKU022,3605,202304,VPD,
Austria,,SKU023,36,202304,VPD,
Austria,,SKU024,1678,202304,VPD,
Austria,,SKU025,18,202304,VPD,
Austria,,SKU026,1200,202304,VPD,
Austria,,SKU027,16,202304,VPD,
Austria,,SKU028,17,202304,VPD,
Austria,,SKU029,2071,202304,VPD,
Austria,,SKU030,22736,202304,VPD,
Austria,,SKU031,307,202304,VPD,
Austria,,SKU032,29546,202304,VPD,
Austria,,SKU033,329,202304,VPD,
Austria,,SKU034,8498,202304,VPD,
Austria,,SKU035,85,202304,VPD,
Austria,,SKU036,14,202304,VPD,
Austria,,SKU037,1417,202304,VPD,
Austria,,SKU038,2053,202304,VPD,
Austria,,SKU039,231,202304,VPD,
Austria,,SKU040,2064,202304,VPD,
Austria,,SKU041,61,202304,VPD,
Austria,,SKU042,27,202304,VPD,
Austria,,SKU043,12,202304,VPD,
Austria,,SKU044,35,202304,VPD,
Austria,,SKU045,479,202304,VPD,
Austria,,SKU046,8,202304,VPD,
Austria,,SKU047,34,202304,VPD,
Austria,,SKU048,26,202304,VPD,
Austria,,SKU049,82,202304,VPD,
Austria,,SKU050,136,202304,VPD,
Austria,,SKU051,277,202304,VPD,
Austria,,SKU052,142,202304,VPD,
Austria,,SKU053,137,202304,VPD,
Austria,,SKU054,3590,202304,VPD,
Austria,,SKU055,4294,202304,VPD,
Austria,,SKU056,2138,202304,VPD,
Austria,,SKU057,214,202304,VPD,
Austria,,SKU058,2767,202304,VPD,
Austria,,SKU059,3705,202304,VPD,
Austria,,SKU060,3711,202304,VPD,
Austria,,SKU061,37,202304,VPD,
Austria,,SKU062,84,202304,VPD,
Austria,,SKU063,642,202304,VPD,
Austria,,SKU064,4,202304,VPD,
Austria,,SKU065,12330,202304,VPD,
Austria,,SKU066,2050,202304,VPD,
Austria,,SKU067,210929,202304,VPD,
Austria,,SKU068,328,202304,VPD,
Austria,,SKU069,260,202304,VPD,
Austria,,SKU070,4277,202304,VPD,
Austria,,SKU071,31519,202304,VPD,
Austria,,SKU072,10024,202304,VPD,
Austria,,SKU073,2350,202304,VPD,
Austria,,SKU074,5663,202304,VPD,
Austria,,SKU075,2367,202304,VPD,
Austria,,SKU076,10811,202304,VPD,
Austria,,SKU077,10846,202304,VPD,
Austria,,SKU078,7224,202304,VPD,
Austria,,SKU079,26576,202304,VPD,
Austria,,SKU080,7106,202304,VPD,
Austria,,SKU081,10514,202304,VPD,
Austria,,SKU082,11144,202304,VPD,
Austria,,SKU083,8253,202304,VPD,
Austria,,SKU084,6252,202304,VPD,
Austria,,SKU085,4,202304,VPD,
Austria,,SKU086,212,202304,VPD,
Austria,,SKU087,452,202304,VPD,
Austria,,SKU088,81,202304,VPD,
Austria,,SKU089,1178,202304,VPD,
Austria,,SKU090,1392,202304,VPD,
Austria,,SKU091,19653,202304,VPD,
Austria,,SKU092,5143,202304,VPD,
Austria,,SKU093,6633,202304,VPD,
Austria,,SKU094,77526,202304,VPD,
Austria,,SKU095,2280,202304,VPD,
Austria,,SKU096,24631,202304,VPD,
Austria,,SKU097,2724,202304,VPD,
Austria,,SKU098,11264,202304,VPD,
Austria,,SKU099,6916,202304,VPD,
Austria,,SKU0100,27395,202304,VPD,
Austria,,SKU0101,28736,202304,VPD,
Austria,,SKU0102,22363,202304,VPD,
Austria,,SKU0103,5575,202304,VPD,
Austria,,SKU0104,1949,202304,VPD,
Austria,,SKU0105,3168,202304,VPD,
Austria,,SKU0106,2972,202304,VPD,
Austria,,SKU0107,1672,202304,VPD,
Austria,,SKU0108,2864,202304,VPD,
Austria,,SKU0109,9490,202304,VPD,
Austria,,SKU0110,7034,202304,VPD,
Austria,,SKU0111,6331,202304,VPD,
Austria,,SKU0112,333,202304,VPD,
Austria,,SKU0113,123,202304,VPD,
Austria,,SKU0114,30,202304,VPD,
Austria,,SKU0115,654,202304,VPD,
Austria,,SKU0116,72,202304,VPD,
Austria,,SKU0117,56,202304,VPD,
Austria,,SKU0118,103,202304,VPD,
Austria,,SKU0119,109,202304,VPD,
Austria,,SKU0120,1016,202304,VPD,
Austria,,SKU0121,590,202304,VPD,
Austria,,SKU0122,1332,202304,VPD,
Austria,,SKU0123,2354,202304,VPD,
Austria,,SKU0124,7461,202304,VPD,
Austria,,SKU0125,11234,202304,VPD,
Austria,,SKU0126,2600,202304,VPD,
Austria,,SKU0127,568,202304,VPD,
Austria,,SKU0128,1202,202304,VPD,
Austria,,SKU0129,1259,202304,VPD,
Austria,,SKU0130,16440,202304,VPD,
Austria,,SKU0131,18593,202304,VPD,
Austria,,SKU0132,5820,202304,VPD,
Austria,,SKU0133,8299,202304,VPD,
Austria,,SKU0134,455,202304,VPD,
Austria,,SKU0135,739,202304,VPD,
Austria,,SKU0136,2656,202304,VPD,
Austria,,SKU0137,4219,202304,VPD,
Austria,,SKU0138,3026,202304,VPD,
Austria,,SKU0139,1646,202304,VPD,
Austria,,SKU0140,24774,202304,VPD,
Austria,,SKU0141,1611,202304,VPD,
Austria,,SKU0142,11927,202304,VPD,
Austria,,SKU0143,10373,202304,VPD,
Austria,,SKU0144,49,202304,VPD,
Austria,,SKU0145,600,202304,VPD,
Austria,,SKU0146,54,202304,VPD,
Austria,,SKU0147,48,202304,VPD,
Austria,,SKU0148,4210,202304,VPD,
Austria,,SKU0149,246,202304,VPD,
Austria,,SKU0150,580,202304,VPD,
Austria,,SKU0151,145,202304,VPD,
Austria,,SKU0152,938,202304,VPD,
Austria,,SKU0153,273,202304,VPD,
Austria,,SKU0154,921,202304,VPD,
Austria,,SKU0155,61,202304,VPD,
Austria,,SKU0156,66,202304,VPD,
Austria,,SKU0157,306,202304,VPD,
Austria,,SKU0158,140,202304,VPD,
Austria,,SKU0159,5507,202304,VPD,
Austria,,SKU0160,5082,202304,VPD,
Austria,,SKU0161,685,202304,VPD,
Austria,,SKU0162,355,202304,VPD,
Austria,,SKU0163,655,202304,VPD,
Austria,,SKU0164,33,202304,VPD,
Austria,,SKU0165,2712,202304,VPD,
Austria,,SKU0166,325,202304,VPD,
Austria,,SKU0167,131,202304,VPD,
Austria,,SKU0168,853,202304,VPD,
Austria,,SKU0169,22,202304,VPD,
Austria,,SKU0170,16,202304,VPD,
Austria,,SKU0171,28,202304,VPD,
Austria,,SKU0172,22,202304,VPD,
Austria,,SKU0173,179,202304,VPD,
Austria,,SKU0174,360,202304,VPD,
Austria,,SKU0175,96,202304,VPD,
Austria,,SKU0176,121,202304,VPD,
Austria,,SKU0177,112,202304,VPD,
Austria,,SKU0178,427,202304,VPD,
Austria,,SKU0179,197,202304,VPD,
Austria,,SKU0180,7492,202304,VPD,
Austria,,SKU0181,4090,202304,VPD,
Austria,,SKU0182,9812,202304,VPD,
Austria,,SKU0183,3959,202304,VPD,
Austria,,SKU0184,1376,202304,VPD,
Austria,,SKU0185,536,202304,VPD,
Austria,,SKU0186,1318,202304,VPD,
Austria,,SKU0187,148,202304,VPD,
Austria,,SKU0188,1338,202304,VPD,
Austria,,SKU0189,5177,202304,VPD,
Austria,,SKU0190,214,202304,VPD,
Austria,,SKU0191,21,202304,VPD,
Austria,,SKU0192,835,202304,VPD,
Austria,,SKU0193,27,202304,VPD,
Austria,,SKU0194,240,202304,VPD,
Austria,,SKU0195,18,202304,VPD,
Austria,,SKU0196,26,202304,VPD,
Austria,,SKU0197,51,202304,VPD,
Austria,,SKU0198,85,202304,VPD,
Austria,,SKU0199,136,202304,VPD,
Austria,,SKU0200,346,202304,VPD,
Austria,,SKU0201,9369,202304,VPD,
Austria,,SKU0202,5584,202304,VPD,
Austria,,SKU0203,7686,202304,VPD,
Austria,,SKU0204,1544,202304,VPD,
Austria,,SKU0205,6908,202304,VPD,
Austria,,SKU0206,34761,202304,VPD,
Austria,,SKU0207,6389,202304,VPD,
Austria,,SKU0208,20517,202304,VPD,
Austria,,SKU0209,5494,202304,VPD,
Austria,,SKU0210,20769,202304,VPD,
Austria,,SKU0211,3641,202304,VPD,
Austria,,SKU0212,2925,202304,VPD,
Austria,,SKU0213,8726,202304,VPD,
Austria,,SKU0214,148352,202304,VPD,
Austria,,SKU0215,99801,202304,VPD,
Austria,,SKU0216,37242,202304,VPD,
Austria,,SKU0217,28460,202304,VPD,
Austria,,SKU0218,93225,202304,VPD,
Austria,,SKU0219,58996,202304,VPD,
Austria,,SKU0220,20928,202304,VPD,
Austria,,SKU0221,14236,202304,VPD,
Austria,,SKU0222,49685,202304,VPD,
Austria,,SKU0223,31021,202304,VPD,
Austria,,SKU0224,29565,202304,VPD,
Austria,,SKU0225,12366,202304,VPD,
Austria,,SKU0226,17912,202304,VPD,
Austria,,SKU0227,10006,202304,VPD,
Austria,,SKU0228,168277,202304,VPD,
Austria,,SKU0229,63561,202304,VPD,
Austria,,SKU0230,139756,202304,VPD,
Austria,,SKU0231,92715,202304,VPD,
Austria,,SKU0232,173510,202304,VPD,
Austria,,SKU0233,106642,202304,VPD,
Austria,,SKU0234,44342,202304,VPD,
Austria,,SKU0235,35655,202304,VPD,
Austria,,SKU0236,65,202304,VPD,
Austria,,SKU0237,22345,202304,VPD,
Austria,,SKU0238,910,202304,VPD,
Austria,,SKU0239,999,202304,VPD,
Austria,,SKU0240,5637,202304,VPD,
Austria,,SKU0241,58,202304,VPD,
Austria,,SKU0242,123,202304,VPD,
Austria,,SKU0243,101,202304,VPD,
Austria,,SKU0244,194,202304,VPD,
Austria,,SKU0245,275,202304,VPD,
Austria,,SKU0246,319,202304,VPD,
Austria,,SKU0247,2587,202304,VPD,
Austria,,SKU0248,4549,202304,VPD,
Austria,,SKU0249,2242,202304,VPD,
Austria,,SKU0250,1093,202304,VPD,
Austria,,SKU0251,1028,202304,VPD,
Austria,,SKU0252,306,202304,VPD,
Austria,,SKU0253,1640,202304,VPD,
Austria,,SKU0254,9940,202304,VPD,
Austria,,SKU0255,1957,202304,VPD,
Austria,,SKU0256,178,202304,VPD,
Austria,,SKU0257,8230,202304,VPD,
Austria,,SKU0258,622,202304,VPD,
Austria,,SKU0259,3567,202304,VPD,
Austria,,SKU0260,338,202304,VPD,
Austria,,SKU0261,1147,202304,VPD,
Austria,,SKU0262,4552,202304,VPD,
Austria,,SKU0263,2002,202304,VPD,
Austria,,SKU0264,55265,202304,VPD,
Austria,,SKU0265,883,202304,VPD,
Austria,,SKU0266,18142,202304,VPD,
Austria,,SKU0267,25615,202304,VPD,
Austria,,SKU0268,631,202304,VPD,
Austria,,SKU0269,9391,202304,VPD,
Austria,,SKU0270,13527,202304,VPD,
Austria,,SKU0271,332,202304,VPD,
Austria,,SKU0272,4824,202304,VPD,
Austria,,SKU0273,147,202304,VPD,
Austria,,SKU0274,3406,202304,VPD,
Austria,,SKU0275,104,202304,VPD,
Austria,,SKU0276,11813,202304,VPD,
Austria,,SKU0277,746,202304,VPD,
Austria,,SKU0278,41738,202304,VPD,
Austria,,SKU0279,1076,202304,VPD,
Austria,,SKU0280,55002,202304,VPD,
Austria,,SKU0281,30986,202304,VPD,
Austria,,SKU0282,3106,202304,VPD,
Austria,,SKU0283,1513,202304,VPD,
Austria,,SKU0284,930,202304,VPD,
Austria,,SKU0285,219,202304,VPD,
Austria,,SKU0286,1094,202304,VPD,
Austria,,SKU0287,2214,202304,VPD,
Austria,,SKU0288,304,202304,VPD,
Austria,,SKU0289,304,202304,VPD,
Austria,,SKU0290,364,202304,VPD,
Austria,,SKU0291,3489,202304,VPD,
Austria,,SKU0292,10703,202304,VPD,
Austria,,SKU0293,1728,202304,VPD,
Austria,,SKU0294,953,202304,VPD,
Austria,,SKU0295,4150,202304,VPD,
Austria,,SKU0296,246,202304,VPD,
Austria,,SKU0297,186,202304,VPD,
Austria,,SKU0298,512,202304,VPD,
Austria,,SKU0299,187,202304,VPD,
Austria,,SKU0300,67,202304,VPD,
Austria,,SKU0301,491,202304,VPD,
Austria,,SKU0302,374,202304,VPD,
Austria,,SKU0303,796,202304,VPD,
Austria,,SKU0304,294,202304,VPD,
Austria,,SKU0305,82,202304,VPD,
Austria,,SKU0306,7,202304,VPD,
Austria,,SKU0307,392,202304,VPD,
Austria,,SKU0308,17,202304,VPD,
Austria,,SKU0309,228,202304,VPD,
Austria,,SKU0310,367,202304,VPD,
Austria,,SKU0311,138,202304,VPD,
Austria,,SKU0312,40846,202304,VPD,
Austria,,SKU0313,129248,202304,VPD,
Austria,,SKU0314,53899,202304,VPD,
Austria,,SKU0315,5364,202304,VPD,
Austria,,SKU0316,24444,202304,VPD,
Austria,,SKU0317,10992,202304,VPD,
Austria,,SKU0318,12735,202304,VPD,
Austria,,SKU0319,5551,202304,VPD,
Austria,,SKU0320,8245,202304,VPD,
Austria,,SKU0321,7569,202304,VPD,
Austria,,SKU0322,23481,202304,VPD,
Austria,,SKU0323,26037,202304,VPD,
Austria,,SKU0324,17312,202304,VPD,
Austria,,SKU0325,167,202304,VPD,
Austria,,SKU0326,477,202304,VPD,
Austria,,SKU0327,5012,202304,VPD,
Austria,,SKU0328,43,202304,VPD,
Austria,,SKU0329,3,202304,VPD,
Austria,,SKU0330,95,202304,VPD,
Austria,,SKU0331,32,202304,VPD,
Austria,,SKU0332,3430,202304,VPD,
Austria,,SKU0333,771,202304,VPD,
Austria,,SKU0334,82075,202304,VPD,
Austria,,SKU0335,22674,202304,VPD,
Austria,,SKU0336,61,202304,VPD,
Austria,,SKU0337,214,202304,VPD,
Austria,,SKU0338,274,202304,VPD,
Austria,,SKU0339,22344,202304,VPD,
Austria,,SKU0340,113,202304,VPD,
Austria,,SKU0341,37698,202304,VPD,
Austria,,SKU0342,4029,202304,VPD,
Austria,,SKU0343,7723,202304,VPD,
Austria,,SKU0344,753,202304,VPD,
Austria,,SKU0345,2510,202304,VPD,
Austria,,SKU0346,10265,202304,VPD,
Austria,,SKU0347,4119,202304,VPD,
Austria,,SKU0348,3579,202304,VPD,
Austria,,SKU0349,2142,202304,VPD,
Austria,,SKU0350,14925,202304,VPD,
Austria,,SKU0351,7100,202304,VPD,
Austria,,SKU0352,90514,202304,VPD,
Austria,,SKU0353,24547,202304,VPD,
Austria,,SKU0354,1169,202304,VPD,
Austria,,SKU0355,1066,202304,VPD,
Austria,,SKU0356,3681,202304,VPD,
Austria,,SKU0357,35850,202304,VPD,
Austria,,SKU0358,23058,202304,VPD,
Austria,,SKU0359,7873,202304,VPD,
Austria,,SKU0360,2751,202304,VPD,
Austria,,SKU0361,144,202304,VPD,
Austria,,SKU0362,138,202304,VPD,
Austria,,SKU0363,519,202304,VPD,
Austria,,SKU0364,128,202304,VPD,
Austria,,SKU0365,542,202304,VPD,
Austria,,SKU0366,4907,202304,VPD,
Austria,,SKU0367,1149,202304,VPD,
Austria,,SKU0368,297,202304,VPD,
Austria,,SKU0369,1771,202304,VPD,
Austria,,SKU0370,314,202304,VPD,
Austria,,SKU0371,1050,202304,VPD,
Austria,,SKU0372,270,202304,VPD,
Austria,,SKU0373,2260,202304,VPD,
Austria,,SKU0374,2802,202304,VPD,
Austria,,SKU0375,2010,202304,VPD,
Austria,,SKU0376,83,202304,VPD,
Austria,,SKU0377,2135,202304,VPD,
Austria,,SKU0378,35,202304,VPD,
Austria,,SKU0379,953,202304,VPD,
Austria,,SKU0380,2370,202304,VPD,
Austria,,SKU0381,24,202304,VPD,
Austria,,SKU0382,30,202304,VPD,
Austria,,SKU0383,48,202304,VPD,
Austria,,SKU0384,102,202304,VPD,
Austria,,SKU0385,55,202304,VPD,
Austria,,SKU0386,111,202304,VPD,
Austria,,SKU0387,83,202304,VPD,
Austria,,SKU0388,2550,202304,VPD,
Austria,,SKU0389,215253,202304,VPD,
Austria,,SKU0390,6218,202304,VPD,
Austria,,SKU0391,184823,202304,VPD,
Austria,,SKU0392,22672,202304,VPD,
Austria,,SKU0393,55762,202304,VPD,
Austria,,SKU0394,3962,202304,VPD,
Austria,,SKU0395,398409,202304,VPD,
Austria,,SKU0396,167401,202304,VPD,
Austria,,SKU0397,68806,202304,VPD,
Austria,,SKU0398,18721,202304,VPD,
Austria,,SKU0399,12316,202304,VPD,
Austria,,SKU0400,187701,202304,VPD,
Austria,,SKU0401,407749,202304,VPD,
Austria,,SKU0402,431983,202304,VPD,
Austria,,SKU0403,13,202304,VPD,
Austria,,SKU0404,43,202304,VPD,
Austria,,SKU0405,162,202304,VPD,
Austria,,SKU0406,14,202304,VPD,
Austria,,SKU0407,23,202304,VPD,
Austria,,SKU0408,26,202304,VPD,
Austria,,SKU0409,230,202304,VPD,
Austria,,SKU0410,29344,202304,VPD,
Austria,,SKU0411,1313,202304,VPD,
Austria,,SKU0412,22088,202304,VPD,
Austria,,SKU0413,174,202304,VPD,
Austria,,SKU0414,1540,202304,VPD,
Austria,,SKU0415,2584,202304,VPD,
Austria,,SKU0416,2889,202304,VPD,
Austria,,SKU0417,1566,202304,VPD,
Austria,,SKU0418,13,202304,VPD,
Austria,,SKU0419,22,202304,VPD,
Austria,,SKU0420,113,202304,VPD,
Austria,,SKU0421,229,202304,VPD,
Austria,,SKU0422,6,202304,VPD,
Austria,,SKU0423,442,202304,VPD,
Austria,,SKU0424,860,202304,VPD,
Austria,,SKU0425,99,202304,VPD,
Austria,,SKU0426,625,202304,VPD,
Austria,,SKU0427,77,202304,VPD,
Austria,,SKU0428,70,202304,VPD,
Austria,,SKU0429,924,202304,VPD,
Austria,,SKU0430,1554,202304,VPD,
Austria,,SKU0431,984,202304,VPD,
Austria,,SKU0432,658,202304,VPD,
Austria,,SKU0433,251,202304,VPD,
Austria,,SKU0434,12359,202304,VPD,
Austria,,SKU0435,4587,202304,VPD,
Austria,,SKU0436,6741,202304,VPD,
Austria,,SKU0437,1996,202304,VPD,
Austria,,SKU0438,3408,202304,VPD,
Austria,,SKU0439,1263,202304,VPD,
Austria,,SKU0440,692,202304,VPD,
Austria,,SKU0441,13095,202304,VPD,
Austria,,SKU0442,6913,202304,VPD,
Austria,,SKU0443,10522,202304,VPD,
Austria,,SKU0444,5976,202304,VPD,
Austria,,SKU0445,1803,202304,VPD,
Austria,,SKU0446,2050,202304,VPD,
Austria,,SKU0447,2726,202304,VPD,
Austria,,SKU0448,64,202304,VPD,
Austria,,SKU0449,54,202304,VPD,
Austria,,SKU0450,4856,202304,VPD,
Austria,,SKU0451,196,202304,VPD,
Austria,,SKU0452,23,202304,VPD,
Austria,,SKU0453,54,202304,VPD,
Austria,,SKU0454,334,202304,VPD,
Austria,,SKU0455,144,202304,VPD,
Austria,,SKU0456,379,202304,VPD,
Austria,,SKU0457,672,202304,VPD,
Austria,,SKU0458,579,202304,VPD,
Austria,,SKU0459,1723,202304,VPD,
Austria,,SKU0460,1420,202304,VPD,
Austria,,SKU0461,307,202304,VPD,
Austria,,SKU0462,228,202304,VPD,
Austria,,SKU0463,219,202304,VPD,
Austria,,SKU0464,321,202304,VPD,
Austria,,SKU0465,714,202304,VPD,
Austria,,SKU0466,2279,202304,VPD,
Austria,,SKU0467,765,202304,VPD,
Austria,,SKU0468,364,202304,VPD,
Austria,,SKU0469,211,202304,VPD,
Austria,,SKU0470,767,202304,VPD,
Austria,,SKU0471,38,202304,VPD,
Austria,,SKU0472,46,202304,VPD,
Austria,,SKU0473,1088,202304,VPD,
Austria,,SKU0474,422,202304,VPD,
Austria,,SKU0475,5,202304,VPD,
Austria,,SKU0476,23,202304,VPD,
Austria,,SKU0477,5,202304,VPD,
Austria,,SKU0478,914,202304,VPD,
Austria,,SKU0479,1473,202304,VPD,
Austria,,SKU0480,4969,202304,VPD,
Austria,,SKU0481,42768,202304,VPD,
Austria,,SKU0482,1660,202304,VPD,
Austria,,SKU0483,1879,202304,VPD,
Austria,,SKU0484,3844,202304,VPD,
Austria,,SKU0485,17839,202304,VPD,
Austria,,SKU0486,50254,202304,VPD,
Austria,,SKU0487,37774,202304,VPD,
Austria,,SKU0488,3552,202304,VPD,
Austria,,SKU0489,60083,202304,VPD,
Austria,,SKU0490,45022,202304,VPD,
Austria,,SKU0491,15463,202304,VPD,
Austria,,SKU0492,24551,202304,VPD,
Austria,,SKU0493,9906,202304,VPD,
Austria,,SKU0494,9723,202304,VPD,
Austria,,SKU0495,2478,202304,VPD,
Austria,,SKU0496,2152,202304,VPD,
Austria,,SKU0497,61373,202304,VPD,
Austria,,SKU0498,49475,202304,VPD,
Austria,,SKU0499,44307,202304,VPD,
Austria,,SKU0500,28172,202304,VPD,
Austria,,SKU0501,30222,202304,VPD,
Austria,,SKU0502,21648,202304,VPD,
Austria,,SKU0503,12511,202304,VPD,
Austria,,SKU0504,15377,202304,VPD,
Austria,,SKU0505,15747,202304,VPD,
Austria,,SKU0506,15792,202304,VPD,
Austria,,SKU0507,57193,202304,VPD,
Austria,,SKU0508,50790,202304,VPD,
Austria,,SKU0509,74995,202304,VPD,
Austria,,SKU0510,81866,202304,VPD,
Austria,,SKU0511,77910,202304,VPD,
Austria,,SKU0512,72593,202304,VPD,
Austria,,SKU0513,81487,202304,VPD,
Austria,,SKU0514,1874,202304,VPD,
Austria,,SKU0515,165623,202304,VPD,
Austria,,SKU0516,30502,202304,VPD,
Austria,,SKU0517,57654,202304,VPD,
Austria,,SKU0518,21359,202304,VPD,
Austria,,SKU0519,76902,202304,VPD,
Austria,,SKU0520,320,202304,VPD,
Austria,,SKU0521,130,202304,VPD,
Austria,,SKU0522,621,202304,VPD,
Austria,,SKU0523,26,202304,VPD,
Austria,,SKU0524,1665,202304,VPD,
Austria,,SKU0525,6201,202304,VPD,
Austria,,SKU0526,580,202304,VPD,
Austria,,SKU0527,211,202304,VPD,
Austria,,SKU0528,513,202304,VPD,
Austria,,SKU0529,14227,202304,VPD,
Austria,,SKU0530,112838,202304,VPD,
Austria,,SKU0531,89940,202304,VPD,
Austria,,SKU0532,31841,202304,VPD,
Austria,,SKU0533,11723,202304,VPD,
Austria,,SKU0534,14244,202304,VPD,
Austria,,SKU0535,6244,202304,VPD,
Austria,,SKU0536,7799,202304,VPD,
Austria,,SKU0537,4219,202304,VPD,
Austria,,SKU0538,3411,202304,VPD,
Austria,,SKU0539,321,202304,VPD,
Austria,,SKU0540,33252,202304,VPD,
Austria,,SKU0541,40339,202304,VPD,
Austria,,SKU0542,34522,202304,VPD,
Austria,,SKU0543,15219,202304,VPD,
Austria,,SKU0544,24079,202304,VPD,
Austria,,SKU0545,55,202304,VPD,
Austria,,SKU0546,14257,202304,VPD,
Austria,,SKU0547,8745,202304,VPD,
Austria,,SKU0548,29,202304,VPD,
Austria,,SKU0549,445,202304,VPD,
Austria,,SKU0550,1519,202304,VPD,
Austria,,SKU0551,329,202304,VPD,
Austria,,SKU0552,72,202304,VPD,
Austria,,SKU0553,836,202304,VPD,
Austria,,SKU0554,1428,202304,VPD,
Austria,,SKU0555,336,202304,VPD,
Austria,,SKU0556,11358,202304,VPD,
Austria,,SKU0557,111992,202304,VPD,
Austria,,SKU0558,85045,202304,VPD,
Austria,,SKU0559,358,202304,VPD,
Austria,,SKU0560,259343,202304,VPD,
Austria,,SKU0561,11979,202304,VPD,
Austria,,SKU0562,9026,202304,VPD,
Austria,,SKU0563,42920,202304,VPD,
Austria,,SKU0564,43248,202304,VPD,
Austria,,SKU0565,41091,202304,VPD,
Austria,,SKU0566,10406,202304,VPD,
Austria,,SKU0567,33197,202304,VPD,
Austria,,SKU0568,25126,202304,VPD,
Austria,,SKU0569,56296,202304,VPD,
Austria,,SKU0570,37762,202304,VPD,
Austria,,SKU0571,238,202304,VPD,
Austria,,SKU0572,194,202304,VPD,
Austria,,SKU0573,913,202304,VPD,
Austria,,SKU0574,1581,202304,VPD,
Austria,,SKU0575,146,202304,VPD,
Austria,,SKU0576,60,202304,VPD,
Austria,,SKU0577,2050,202304,VPD,
Austria,,SKU0578,2738,202304,VPD,
Austria,,SKU0579,32734,202304,VPD,
Austria,,SKU0580,658,202304,VPD,
Austria,,SKU0581,192202,202304,VPD,
Austria,,SKU0582,32811,202304,VPD,
Austria,,SKU0583,25332,202304,VPD,
Austria,,SKU0584,2622,202304,VPD,
Austria,,SKU0585,2105,202304,VPD,
Austria,,SKU0586,38119,202304,VPD,
Austria,,SKU0587,3414,202304,VPD,
Austria,,SKU0588,4745,202304,VPD,
Austria,,SKU0589,70025,202304,VPD,
Austria,,SKU0590,14650,202304,VPD,
Austria,,SKU0591,10730,202304,VPD,
Austria,,SKU0592,148599,202304,VPD,
Austria,,SKU0593,1071,202304,VPD,
Austria,,SKU0594,34561,202304,VPD,
Austria,,SKU0595,70058,202304,VPD,
Austria,,SKU0596,37,202304,VPD,
Austria,,SKU0597,169,202304,VPD,
Austria,,SKU0598,145,202304,VPD,
Austria,,SKU0599,245,202304,VPD,
Austria,,SKU0600,9,202304,VPD,
Austria,,SKU0601,1129,202304,VPD,
Austria,,SKU0602,138,202304,VPD,
Austria,,SKU0603,176,202304,VPD,
Austria,,SKU0604,280,202304,VPD,
Austria,,SKU0605,168,202304,VPD,
Austria,,SKU0606,2451,202304,VPD,
Austria,,SKU0607,4573,202304,VPD,
Austria,,SKU0608,65623,202304,VPD,
Austria,,SKU0609,696,202304,VPD,
Austria,,SKU0610,16766,202304,VPD,
Austria,,SKU0611,737,202304,VPD,
Austria,,SKU0612,7630,202304,VPD,
Austria,,SKU0613,2901,202304,VPD,
Austria,,SKU0614,635,202304,VPD,
Austria,,SKU0615,1330,202304,VPD,
Austria,,SKU0616,802,202304,VPD,
Austria,,SKU0617,1719,202304,VPD,
Austria,,SKU0618,1829,202304,VPD,
Austria,,SKU0619,9663,202304,VPD,
Austria,,SKU0620,3173,202304,VPD,
Austria,,SKU0621,1644,202304,VPD,
Austria,,SKU0622,906,202304,VPD,
Austria,,SKU0623,1984,202304,VPD,
Austria,,SKU0624,23264,202304,VPD,
Austria,,SKU0625,29418,202304,VPD,
Austria,,SKU0626,698,202304,VPD,
Austria,,SKU0627,56715,202304,VPD,
Austria,,SKU0628,8905,202304,VPD,
Austria,,SKU0629,1003,202304,VPD,
Austria,,SKU0630,15575,202304,VPD,
Austria,,SKU0631,2351,202304,VPD,
Austria,,SKU0632,22496,202304,VPD,
Austria,,SKU0633,22892,202304,VPD,
Austria,,SKU0634,6205,202304,VPD,
Austria,,SKU0635,2472,202304,VPD,
Austria,,SKU0636,2328,202304,VPD,
Austria,,SKU0637,195,202304,VPD,
Austria,,SKU0638,377,202304,VPD,
Austria,,SKU0639,563,202304,VPD,
Austria,,SKU0640,3,202304,VPD,
Austria,,SKU0641,26,202304,VPD,
Austria,,SKU0642,16,202304,VPD,
Austria,,SKU0643,615,202304,VPD,
Austria,,SKU0644,2399,202304,VPD,
Austria,,SKU0645,414871,202304,VPD,
Austria,,SKU0646,120649,202304,VPD,
Austria,,SKU0647,5603,202304,VPD,
Austria,,SKU0648,6976,202304,VPD,
Austria,,SKU0649,117985,202304,VPD,
Austria,,SKU0650,45933,202304,VPD,
Austria,,SKU0651,53025,202304,VPD,
